name,score,sportsman_id,uuid
defend,21,SM712917007,b8b060f4-40af-4ee0-8157-274efc95865f
skill,36,SM712917007,6ef41961-2c79-4062-b28e-a16ed978b370
speed,23,SM410755889,d6183414-f2ba-4221-b572-ddb24cea4754
stamina,93,SM410755889,e1982010-ad73-431a-8455-3106db0c9d71
shoot,43,SM410755889,76e247e5-63d3-4b84-bee5-8341864706a1
headed,1,SM410755889,c88d64aa-58d8-4ff7-9639-d5671696ff75
pass,51,SM410755889,a3e30486-28cc-4177-b5e1-98a7e2baa6ba
defend,21,SM410755889,607cc9e1-9844-4579-a2da-0cdc0be14744
skill,76,SM410755889,3a92ae50-a184-46b2-9e82-6662d179a2c9
speed,13,SM869713589,8159495d-89f9-4155-b28f-eb6f097ecb7d
stamina,94,SM869713589,52f87105-c7e3-43ed-a1c7-3c73cca79a6e
shoot,18,SM869713589,77a1344f-f619-48eb-b6a7-b2a4b226260e
headed,10,SM869713589,e3a4a6f3-1729-48f7-9af4-16d8a588c2cb
pass,68,SM869713589,220f5875-0fd3-4104-8384-e68cfa871191
defend,33,SM869713589,e450ad86-0a1a-40b9-ad86-497a11003365
skill,36,SM869713589,8b7a6b59-85a4-4329-8046-690efe549d06
speed,46,SM442103473,b955d128-0f4e-40e7-8bd3-93bb5cef41cf
stamina,95,SM442103473,35a69e94-381b-410a-a920-cd925f08e4b4
shoot,26,SM442103473,c4fccde1-9f11-4675-8513-2dda216a0cfe
headed,8,SM442103473,580d3886-f425-4c72-955e-e5a257e37e61
pass,73,SM442103473,3b5227fb-fdbe-4a27-a4d0-fccd0ea04efb
defend,54,SM442103473,0d7f3d9e-7826-45cd-a0e7-227436388033
skill,63,SM442103473,7392acf7-fd7e-488c-a4dc-005e74522243
speed,39,SM151501352,139f5bff-c833-413f-aa80-982cbe2edbd9
stamina,54,SM151501352,9f61cbe7-7927-4324-9152-8de886bb1d35
shoot,34,SM151501352,69561f87-032f-4410-82a8-1026f0de8a0d
headed,14,SM151501352,22178deb-f04a-493c-9367-015f72911a4e
pass,72,SM151501352,456349f8-dc9d-4132-80fa-852fd11013e4
defend,16,SM151501352,c918d045-443f-4ccd-a6dd-7deef6714b99
skill,45,SM151501352,e735fdad-43e0-48e7-9443-e5b6cb9eaeb6
speed,54,SM468099763,d2d53017-0264-4d4d-9ed1-88e3a7b039cd
stamina,57,SM468099763,cfde9547-b5a7-4338-a38a-d7984cd1e2cb
shoot,35,SM468099763,91d6fcfd-82d3-4a18-93b6-6df315c58af6
headed,40,SM468099763,fdb8b8a9-205e-4865-b3c9-a3250581e54d
pass,71,SM468099763,a325597e-77a9-4b6d-95b3-c4c409c027ff
defend,45,SM468099763,a450050e-cd56-4dd4-ba81-1b2208037c28
skill,32,SM468099763,b11eb347-8cef-4dbf-89e1-1733effbcfac
speed,26,SM721060778,1cfa73ff-d2b6-4cc7-a562-7aedb88f7781
stamina,79,SM721060778,1f617a5b-f8ca-48f1-bf77-230c9a44f233
shoot,20,SM721060778,9c034a95-d252-4feb-9a3e-bb887805f73a
headed,16,SM721060778,e13fb843-3599-413e-95aa-6e439b09b87b
pass,57,SM721060778,d832dc32-ccd8-4eca-a6a2-8590e3f81714
defend,52,SM721060778,850a07de-17d0-4852-9498-ac3d8a7bc32b
skill,48,SM721060778,74f5c5bb-2961-48b0-b81e-8b0c5eb0c028
speed,41,SM319168123,ee9f9e23-62a0-412b-ba92-1e8e237504dc
stamina,53,SM319168123,c65052b7-388f-4d98-960b-c6f33e128c7e
shoot,56,SM319168123,3463afd8-70c3-42af-ba52-00a1c225de9a
headed,26,SM319168123,5f8704f6-3b03-41ef-92f1-6f4e0e63adb0
pass,77,SM319168123,0692ce00-2e94-4e28-a02b-3f89c6002c61
defend,40,SM319168123,1f2c2975-a20f-42d2-816b-fe987f3a31a5
skill,34,SM319168123,997b35a4-49e9-439c-9947-c4ab1c828c90
speed,61,SM534863441,fc961dc5-d74e-42ed-8c44-f37199b58247
stamina,66,SM534863441,b3cd207e-69a3-49b2-a14a-0c483910d51a
shoot,89,SM534863441,32cdc753-3491-499e-a304-633580365777
headed,76,SM534863441,32b2fc4a-6b0e-4e4c-b731-b1ba39b4c7cc
pass,59,SM534863441,5ee6750c-b780-4d56-9f7a-44f7038aeec7
defend,29,SM534863441,45ce3c9d-e046-44d6-b33a-25d4550b1025
skill,61,SM534863441,74e57b38-e349-43e3-81e9-cd5dca5ee93d
speed,82,SM904572447,65f8d31d-d9a2-46ca-856f-8f8d2bdf235e
stamina,37,SM904572447,09015519-7aef-415e-8949-f58c08214090
shoot,65,SM904572447,49bd021d-4f0b-489c-898f-35482d4db5f8
headed,72,SM904572447,f2104042-1f73-4d76-af35-1ed3d4116fd0
pass,72,SM904572447,6ea8d8ba-b6b2-4791-ae68-71726ee35326
defend,40,SM904572447,b5cbc65f-9779-4e50-8398-6a587a5574af
skill,32,SM904572447,a327e99d-1bdf-421e-ba1d-5bbea4043050
speed,88,SM306660012,9d92455d-0d00-4d8c-8740-277d4a91bdfc
stamina,77,SM306660012,fe4c54d1-a8a7-4670-a7e3-b6f34510c7ed
shoot,65,SM306660012,6fbc3e95-a475-4180-b7ca-21b4fc34be94
headed,65,SM306660012,f59c07f6-40c7-4281-95e1-0862905043d7
pass,85,SM306660012,52804417-cfed-4764-a77d-6b99b2830e65
defend,37,SM306660012,a9827168-169b-4a18-977f-0309bdb31cbf
skill,44,SM306660012,0736f590-dac6-46e7-9bee-0469fd56e1c6
speed,38,SM536843763,9ffc7c50-29a6-4dec-9428-dabc07e235b4
stamina,87,SM536843763,bdddb8a9-f347-4a58-8fc4-1dbed3272fb4
shoot,77,SM536843763,7384544b-5cca-4cf5-baf6-0842da2851e9
headed,91,SM536843763,11d0c332-533d-4126-93ee-6dc3ff7466b3
pass,73,SM536843763,cc9e0d8b-e4c6-49da-8e1d-22d4dff82583
defend,10,SM536843763,7e7cb9da-9be7-4add-aac6-971a40e18c87
skill,21,SM536843763,436defab-d38a-4aea-a431-790bc42ed684
speed,68,SM512301027,d6349b7c-c438-4c68-b010-4347203c6636
stamina,85,SM512301027,a50e54b1-dc62-41e5-9de4-69553e05f693
shoot,66,SM512301027,194cd965-08c2-463b-a784-e15f66806b6c
headed,66,SM512301027,5873dbde-11ce-4c91-ae5d-6e70fb48fdce
pass,62,SM512301027,c2e5cb11-f98e-4dd7-9f7d-6df53793e856
defend,47,SM512301027,dfb257cc-6da7-4cab-b061-b4ec647c2eb9
skill,98,SM512301027,9c7564f6-7c19-43be-89cf-6451d7ad02b4
speed,95,SM853904038,05967f81-c05b-453e-8a1d-a5f579b7ed1e
stamina,72,SM853904038,f5594a23-60cd-4261-b371-f4544388867a
shoot,54,SM853904038,eb571b82-9cfb-44d1-8185-6dcb4006be91
headed,58,SM853904038,cf3e2088-d596-4b4a-bcc6-85d4dacab4e8
pass,74,SM853904038,4b8a035b-f0f4-4838-9e23-18299624dd27
defend,17,SM853904038,bda19707-e845-479a-a5ad-829f4c5db39e
skill,33,SM853904038,80703366-f770-495b-8895-d0de64981370
speed,58,SM101377550,635a1923-eb6e-44e2-812b-e902a5054afe
stamina,57,SM101377550,8724a95a-e508-4aee-833d-f4af6211d550
shoot,20,SM101377550,0fe93ab8-34f2-4abc-91f7-6a23e770018e
headed,45,SM101377550,3c5cfecb-58a3-485f-b399-e042043e7880
pass,13,SM101377550,c4f3b1d1-1702-40a1-9271-2b417c61c4d8
defend,57,SM101377550,f0cb397b-9bf6-4553-87ee-89de07eb1f7e
skill,87,SM101377550,7e8d2f98-72e1-4163-bd2c-92c1b1add359
speed,11,SM675105670,d606c891-bdd7-4099-9a4f-efb83acfbefc
stamina,96,SM675105670,5609f954-a910-4c50-83a7-e975804b9a57
shoot,22,SM675105670,346f2b81-e1e1-4538-a409-26d6a64d3e53
headed,95,SM675105670,9a6cdd1e-36ed-4de8-92e5-dc0dbb5b65fa
pass,32,SM675105670,b5ad38ba-82df-48e9-9fe0-051012a02a18
defend,64,SM675105670,dfca81d7-f749-45dc-b328-98bd93a145d1
skill,34,SM675105670,4eafe904-e931-40ea-9ab0-9bc8a4d6dd56
speed,10,SM562347552,a3a9de0c-db91-4de5-a763-bd9890f5cda8
stamina,47,SM562347552,f41e28e5-6e1c-4a6e-9c4f-311e9b32481f
shoot,36,SM562347552,52e75035-4097-4cf1-941e-78b19289da09
headed,51,SM562347552,c7972d97-28d1-4b5f-821e-e9320a266fa0
pass,38,SM562347552,8d05bbb3-0091-4c2a-a898-165561e7bd73
defend,82,SM562347552,7775f3de-4e45-4a56-9555-6032be42f99d
skill,30,SM562347552,54cbd2de-8da1-4c45-bf56-90da2f6c6a02
speed,75,SM655312424,877d2203-cf10-406d-b14c-37a7e2963c55
stamina,81,SM655312424,48acf946-b2c6-439b-b6cd-6f03c4a7f906
shoot,42,SM655312424,dfa72050-0eaa-4515-8043-45a240335c25
headed,57,SM655312424,5581e153-4104-4d6f-bbe1-6d9a34ad79ac
pass,48,SM655312424,0ba5fa5e-4593-456a-b1a8-ccfc1210998d
defend,62,SM655312424,584ad012-bff8-4bfb-ae0d-8dad937e28d6
skill,13,SM655312424,a9522a66-946d-4360-8288-96c97caa6b7d
speed,86,SM255130725,c3b8b2ac-c522-4e1b-9a16-e8f04d6bab03
stamina,53,SM255130725,38387e66-8cf2-4f54-bc5e-0c41fc973de3
shoot,67,SM255130725,8e7a2385-ba2b-4c52-850b-c24eeab1d865
headed,88,SM255130725,aa144245-01f3-4856-be4a-cb42533638b9
pass,26,SM255130725,05159eab-71fa-41a8-9980-dd883af732c6
defend,84,SM255130725,598db515-2f21-4c18-af88-996dc91bbcbc
skill,28,SM255130725,2673949d-2aaf-4306-a65c-a3529ea2b0c3
speed,56,SM105957757,e033c0bc-5bec-4fa4-8c13-c9dbf51c6614
stamina,80,SM105957757,e7e93a29-4144-49c3-9766-82c3e70850be
shoot,9,SM105957757,81acae69-f9be-43e6-942a-e4ced4bc599e
headed,39,SM105957757,ec375e7d-efcd-41ed-80ba-740391632eb2
pass,15,SM105957757,f1a9b5d2-1ba0-41b3-888f-e74f7c7880a2
defend,69,SM105957757,81624982-16ab-4463-a8a4-99b49df13f17
skill,50,SM105957757,381df80e-7290-44a4-bdc7-63db9fed6972
speed,69,SM798529304,6f12e2b9-22ec-459f-85a7-af8943162863
stamina,61,SM798529304,78f2157d-7101-4b6e-a6af-017961486c9f
shoot,11,SM798529304,909fecc2-dfc5-415f-8e12-03dcb48aa47b
headed,36,SM798529304,2911a82f-6fcd-4567-82ab-8c37cbc4f1d7
pass,49,SM798529304,55d62bc0-1c9e-41f5-b9a8-0cebe2d7b598
defend,93,SM798529304,e55794f6-6f91-4c19-ac25-e99e3ccacb3e
skill,62,SM798529304,036026c5-88a1-4b22-9232-09581390885e
speed,6,SM451244758,42406275-3756-4d30-8db5-69b627ccafc8
stamina,48,SM451244758,e6201796-8c54-4678-b812-120817653529
shoot,9,SM451244758,5c6d12ba-69c4-4bcb-860c-c3afcd9060aa
headed,48,SM451244758,6b1c3724-f829-41c3-9d7f-e040c55c0001
pass,12,SM451244758,934bf17f-8f20-41c2-b26e-58b7409989ca
defend,78,SM451244758,13e19f4b-0ba7-49c8-a887-51ea487de32e
skill,86,SM451244758,7fab4f0d-4493-4e2d-841b-821ac5f8bc23
speed,33,SM567436545,2b895e1b-b67b-42fd-b2c1-57ec0e7e62e1
stamina,75,SM567436545,4c6ff7cf-0ca0-4b7b-b93f-1aa970fb3b29
shoot,67,SM567436545,62643ea4-c2be-4c5e-9370-63f7630c6d4b
headed,67,SM567436545,794ea53b-cb72-49d6-ab84-926663fa9129
pass,43,SM567436545,ed213a77-b0d7-4709-922b-706d8fd5c962
defend,75,SM567436545,5edccb4f-c9c8-43ad-9bf8-e25d53bbd012
skill,60,SM567436545,990cc9d8-a603-4b78-94e8-84d08c479f0a
speed,36,SM440550805,8cfffc33-c04b-4031-99ca-aec974e8e211
stamina,82,SM440550805,674763d4-4427-44f8-8d33-3ed83d68e7c6
shoot,52,SM440550805,b9b90660-00d2-4182-9235-4df36ea1cbf6
headed,98,SM440550805,a1204cf9-460b-4021-9d96-40923addb0e2
pass,11,SM440550805,fc98b5a1-5fc2-4bc1-8490-e72828343b47
defend,61,SM440550805,497d2e5a-a0d0-4579-97e7-659038475cbc
skill,96,SM440550805,d439f19b-b430-45d4-93fa-85cca1c952d9
speed,34,SM984309999,68d1ff41-df31-4e0e-bcfa-f7cd02c63d02
stamina,43,SM984309999,67bda29b-2db6-4d20-9c67-d77310ed48fd
shoot,5,SM984309999,98668608-6ca8-43af-be5b-de116d4edac0
headed,32,SM984309999,0d259336-f57b-41c6-8a85-92f4b88e0d78
pass,6,SM984309999,0b05c4c9-856f-4e4d-92c6-5083bfad4dcc
defend,53,SM984309999,1cf151ff-fccb-4d66-a381-04395ae9cc72
skill,72,SM984309999,8e159886-cbca-4fbb-87d3-aa10e5b6663f
speed,41,SM906174002,3398ae38-3db0-4c4b-94e4-07d9493fd4b7
stamina,41,SM906174002,c2ee3a01-fdaf-4c5c-bf16-7bfdea9dd538
shoot,32,SM906174002,3216ac0f-7e81-4964-92aa-94501a6de87a
headed,27,SM906174002,3d726682-5cac-41f3-b505-4eaa89b5de57
pass,21,SM906174002,1defbcf6-4da8-44f8-8769-bc0c71e22ad5
defend,68,SM906174002,9d73c979-a484-4f0e-af2b-5a1c98c55a37
skill,58,SM906174002,1685d1a9-cd6e-4a1c-8a39-32461925304a
speed,30,SM282888902,f92df33c-aea3-4221-a9e5-59bc04149751
stamina,57,SM282888902,8247956f-1c8e-49f5-8a2b-6731f4062bac
shoot,70,SM282888902,05112fbe-893c-42fd-a071-a3efd02c2f9f
headed,6,SM282888902,edb1b392-3a89-4b0c-828e-d39936fb9e64
pass,95,SM282888902,66f2b447-be95-480c-beb0-c9a681a59249
defend,40,SM282888902,5f17d5a8-1a5f-4509-a00b-9aef328c2d59
skill,68,SM282888902,1586973f-e9e5-42dc-98dc-4062881cf18e
speed,33,SM116557597,0aec5826-a009-4beb-8093-c359f740887f
stamina,69,SM116557597,273428e7-48f8-4313-960c-451696abb9ab
shoot,67,SM116557597,238b44c4-3d6b-427d-a72a-52e2e64b775b
headed,66,SM116557597,56e2003e-0786-4831-8c6c-e14859e90255
pass,79,SM116557597,57a0e6dd-510d-43ac-bd81-256857b3abb9
defend,39,SM116557597,b11af469-98b3-43cc-a797-2273f0acd1e3
skill,61,SM116557597,38ce1aec-66cd-46f5-8a45-3312fc4ccc5f
speed,18,SM765975327,f277d5ca-7e7b-4ded-a556-e693a61b3671
stamina,55,SM765975327,6f277e48-5c74-41ec-aa5d-dee5756a3fc3
shoot,67,SM765975327,733918c9-f5f3-4c7c-a500-92b808d077fa
headed,61,SM765975327,3a1fc7f1-27a9-4bf7-9894-f81cb70a1e5d
pass,78,SM765975327,3cd11d63-e1ee-4eee-8e11-0cc3753f1a27
defend,53,SM765975327,bf0be239-e50b-4d8c-a460-c345579602fe
skill,99,SM765975327,959a1966-482f-4254-a940-9ffe5037f590
speed,89,SM400151071,542cacd9-d90f-43fa-a684-156be1971a31
stamina,95,SM400151071,3775cc6c-1c78-4a79-a524-92e85a298602
shoot,19,SM400151071,815d3fbb-b4b1-4a2e-8412-10eb6ac8a8a8
headed,77,SM400151071,1efea7da-dc2a-4951-afb5-fcb8dc3c567e
pass,98,SM400151071,64866d83-527f-4d50-acc6-7d23f3e04aec
defend,12,SM400151071,56651163-a149-4608-84b3-cc6ea51bae26
skill,25,SM400151071,21f7c1d7-2bd7-413e-9c14-6ecd57233d18
speed,43,SM737518608,d1622ee8-eabf-4fd9-a6d5-2a3dc06ebdde
stamina,78,SM737518608,66b863c3-0b0a-47db-8617-526fefef294c
shoot,29,SM737518608,b1ef23d4-3218-4e61-9a45-75ea21af7a4b
headed,69,SM737518608,0701667e-a382-4ac7-822e-1e544d5bd716
pass,86,SM737518608,ee3c05dd-da29-41c9-92a6-d98b5324baf0
defend,49,SM737518608,184a178f-51a7-4cc8-bd69-bd9f665449ba
skill,92,SM737518608,2f47ce12-bd35-4e41-8d90-c099a5095681
speed,25,SM221887911,b0b0b29d-4c85-499d-91ae-5d5993da852f
stamina,94,SM221887911,47ccd332-e014-4d08-b575-8ebbfea5c0f8
shoot,73,SM221887911,0e47ca0e-d14f-4c08-bb98-e671c484ac0e
headed,48,SM221887911,4c37174b-e483-44cc-9273-ebbf8b170bef
pass,56,SM221887911,c6b10183-f440-4ea4-a0bf-871e31ea17c1
defend,54,SM221887911,ee274308-e56c-44ed-a53a-d8fcef415e7e
skill,77,SM221887911,e486d18a-b02e-48e0-b26b-6f972a6445e3
speed,66,SM919751243,5559b724-8cea-4571-8947-a2e9522e7065
stamina,94,SM919751243,4a74cc49-c6b6-4971-859a-69bf87f75cb0
shoot,20,SM919751243,989920ee-2487-4bf8-a4f0-ca9a824d4151
headed,58,SM919751243,91e734f8-8b64-4e32-b2b2-c947cc3941b8
pass,85,SM919751243,c9fd21e0-dc37-424a-b4bb-4d09946ec763
defend,42,SM919751243,a3b22d00-7262-4949-906f-586b8097dd3e
skill,54,SM919751243,9d67d296-133c-4cf8-a683-3966b9afddf2
speed,14,SM887146452,50b6f6ae-4e01-4dc7-8004-047b257d7b83
stamina,53,SM887146452,7fc37782-4f82-4fac-8680-3342414fc4e1
shoot,37,SM887146452,12acba79-c51b-4d08-8ebb-a822b8607966
headed,66,SM887146452,202d0c29-2ecf-4f6d-903a-ab13ea9a3553
pass,62,SM887146452,db652691-d086-461b-93e1-8c1c797a0cee
defend,54,SM887146452,698946c5-ad4c-4f6c-aec1-1fa5d72c0b73
skill,57,SM887146452,b4259db9-06b7-409b-8e7d-b7d9a6498a93
speed,76,SM512590514,b8795e58-759a-40e4-b967-b1e1d07b7c6d
stamina,83,SM512590514,00eaf220-e6cd-4fd4-bc1b-57d70ba99415
shoot,85,SM512590514,f4ab7962-2137-438a-b075-54fa96b50a32
headed,68,SM512590514,4b37191d-4228-4833-9e33-19216785ece5
pass,52,SM512590514,2a136b6b-4511-4d2a-906b-30813ca68edb
defend,38,SM512590514,159f6839-a69e-4819-a57b-06aaf05a27c7
skill,63,SM512590514,59d3f7fe-80ba-4057-a218-a0cda62db7ea
speed,40,SM178182613,fe0afdcf-cdae-4796-b55c-fc44a1dd3f26
stamina,96,SM178182613,54d38db6-28d4-4114-aaea-5cc6e23806d3
shoot,27,SM178182613,07c56673-3c31-4fb8-83b6-bfd219d522c8
headed,26,SM178182613,6e695322-e4c6-4964-8504-8c5a15725c41
pass,72,SM178182613,f0489320-f303-401b-ab20-2dea1751df9d
defend,17,SM178182613,9671f883-cde8-4a31-8c4b-4dc526767392
skill,90,SM178182613,2f1a8448-d249-4171-a8b5-6ae20c0fa0d5
speed,51,SM598577736,a80f96fa-142b-4b42-8f9e-34a0a0f48d5c
stamina,60,SM598577736,4dc121d8-8c82-41db-ba95-d3ff5b92c8f3
shoot,76,SM598577736,4f19869c-be57-4d18-b4a0-de673c31fda1
headed,57,SM598577736,b9016c4e-1c7b-4ed8-bdac-35cf7d536078
pass,56,SM598577736,c90d216a-3ca5-4343-9b35-7343adfbb451
defend,26,SM598577736,4d13a05d-e424-43a6-8c27-4de791c5b329
skill,51,SM598577736,c1cd3c31-3345-42f6-856a-5070d4233247
speed,87,SM800820778,d390e9a6-a22b-4298-a4fa-7011aa0a1f7b
stamina,69,SM800820778,509b52b6-5d34-4627-b145-fc39116eda8f
shoot,77,SM800820778,52d58d9f-72da-45cf-8344-d2e1c46f3867
headed,99,SM800820778,77551c3f-d810-4a08-8ede-9451a00f6e8c
pass,70,SM800820778,2552287e-6b15-4479-b606-e45ed65e05ac
defend,27,SM800820778,ef4c174f-3e6b-4479-8f5d-a056e3e0670b
skill,33,SM800820778,9a38a391-7b36-420d-8c6a-28395fe8afe5
speed,77,SM311589599,af6cf2bf-1b05-45a8-9122-e650c13e1f2e
stamina,71,SM311589599,f993f4be-ac81-4b25-9879-5512e732ea0b
shoot,75,SM311589599,c5a76ce6-b235-4015-87a3-78c81816bfce
headed,47,SM311589599,1586a458-3bfa-42dd-9640-f00673c89b25
pass,54,SM311589599,e621fbea-e7e2-48ca-a374-e4ffeb5b2bac
defend,48,SM311589599,38608e87-c29a-4128-90e0-5e51cd9ea748
skill,70,SM311589599,071dc23d-8573-4fdd-8dcb-dc6483fad666
speed,81,SM259578420,e78c1ed9-d661-4d54-bb71-09af7fc4fb94
stamina,38,SM259578420,3fa0e58b-6498-4fbd-8bf3-ac2b7463b839
shoot,71,SM259578420,4a56b5a0-a522-4036-a4c5-6ae160f51b49
headed,52,SM259578420,28aa7a57-69c7-427b-970f-c4bbd3675379
pass,35,SM259578420,ab06acec-d789-419a-8513-8767575dac08
defend,38,SM259578420,f1c7b8fe-feef-4fe4-b940-48b69b633fe6
skill,25,SM259578420,d5a57260-e50f-476c-b8c3-1694d1da6608
speed,64,SM109535844,64b353e5-56e4-4b84-89de-432ef382e934
stamina,58,SM109535844,c69913bc-0219-4d9f-816a-38ad6ac06379
shoot,56,SM109535844,dc89b173-3139-4e46-ac37-f6896276af4c
headed,47,SM109535844,f92d94ee-72f8-4e94-9a5a-1e07362fb9c7
pass,76,SM109535844,b2a9d484-2df4-4315-8c66-72c0fe75b794
defend,44,SM109535844,7e317bd8-6ddd-48a6-9614-1c9f717f88ce
skill,20,SM109535844,93c18591-c7a7-40fe-9bd4-4a4ea2e36c7d
speed,10,SM620184484,2c62e9e9-11bd-4860-8189-cc437d128be9
stamina,81,SM620184484,8fbc05ac-98b1-4873-a474-3c619bb51072
shoot,64,SM620184484,c1ae9624-f8fe-469b-83d7-f083dcd52b26
headed,82,SM620184484,14957b5d-6ca7-42e2-abd2-5e7164760004
pass,27,SM620184484,7efc3299-dc68-4fb8-a9ac-8ec778df2bc8
defend,58,SM620184484,3ce79740-ed61-466e-8f0a-30a372a4a75f
skill,44,SM620184484,086ea8e5-c0ef-49b9-bb7f-03bd5f71e4fc
speed,20,SM296849454,502e212d-f33d-4836-af12-f88e934720c6
stamina,74,SM296849454,e63295b6-d33a-40de-a96f-50ef90e85758
shoot,13,SM296849454,5bd5907b-9122-4afa-a51c-21b3abba4c66
headed,87,SM296849454,25794e69-5a47-4da2-8cc8-e911381a63dc
pass,24,SM296849454,67d710b7-823e-4ba0-aa7e-fee81e930ced
defend,94,SM296849454,96441b2a-87f9-4799-8f50-56ecc99f7da7
skill,44,SM296849454,1809fd1b-3d47-43a1-9f15-caac6e13ae19
speed,53,SM809985361,1e84a844-cb47-4b0f-8662-842d4b13326b
stamina,86,SM809985361,c228412b-8dfb-4a98-a9a1-748898548fad
shoot,15,SM809985361,d5cf1889-988e-444b-a44b-b064c4dd8a7f
headed,51,SM809985361,272c13b2-4067-47d9-b6f2-73661046af7d
pass,7,SM809985361,5a4d64ff-d006-494d-be2a-a19b42a12349
defend,74,SM809985361,e5ced8d4-74f3-4e30-8881-265f69d3dd4e
skill,63,SM809985361,0466c8a1-198b-40c4-9fd1-131e0a997c32
speed,54,SM215432770,fb5dc9e1-e0ab-410c-a72f-5f7dd4a57605
stamina,74,SM215432770,858b98ee-b736-4c1d-adf5-b684d580094a
shoot,19,SM215432770,f44d3ada-6f1f-43fc-b7d6-3cf05ad8be2c
headed,87,SM215432770,87f799eb-997a-4997-ae03-ab8c01598a4d
pass,9,SM215432770,e319b6fb-28e1-454e-a7c1-13c8b91a7e1c
defend,65,SM215432770,dbd4ff92-1a53-4d4d-ae60-392350e9076e
skill,90,SM215432770,d440d00e-3103-4803-9106-71ec2c0ddbe3
speed,56,SM967730875,e94667d4-d7ef-4a57-b935-cc38e41ebe14
stamina,62,SM967730875,eb5ae748-4798-4030-96bc-8ba3e7cfdad2
shoot,55,SM967730875,0913a5c9-3861-4ca7-b1c2-a2bb4ba70f87
headed,85,SM967730875,85365f09-46b9-447f-ab96-4ef2caa76bd4
pass,2,SM967730875,4b4df10e-980f-4886-b8f0-ac0aa31d2c46
defend,64,SM967730875,8480eea3-0a3f-42dd-bedc-21b340616c09
skill,51,SM967730875,32a01544-0b42-45de-9de9-1f562200c158
speed,48,SM682829927,9265211d-07ab-46e3-ab85-0ad0be2a4be8
stamina,97,SM682829927,a326c38a-d760-4f31-b063-b956b68a4077
shoot,46,SM682829927,c945b3a6-4170-4cd3-8736-b440e9246ec8
headed,67,SM682829927,f5cbcda7-2ce6-42ab-ad13-30cda568b9fe
pass,20,SM682829927,29438e38-893f-4c48-a7e0-a48142c1e2e9
defend,73,SM682829927,492aac8a-2040-416a-823f-116d4cb1978e
skill,25,SM682829927,a8b2bfad-e611-4bfc-8ba1-9197b2b536fe
speed,12,SM951592604,f8594578-50c2-4a55-9f7a-dc069631d6df
stamina,91,SM951592604,5564274e-f28e-499f-81a2-9cc0118cc0db
shoot,28,SM951592604,de05d150-4dee-4547-9e98-632bd78c3347
headed,35,SM951592604,d57b3506-f9fb-4ea1-8f14-fec14846a8d7
pass,52,SM951592604,df5e3a27-3c95-445a-aa5f-18c29f79dc66
defend,51,SM951592604,3ab62445-63ce-48c8-be2e-f941636c4243
skill,50,SM951592604,1fdd8fd8-f4a5-4977-8075-561b55ab8efd
speed,30,SM230826754,2f481ef0-d320-4930-bbbc-bd533df7322f
stamina,40,SM230826754,5aa7e8f7-7508-4319-92d5-70c455e75354
shoot,45,SM230826754,393fc1b0-9a49-4a67-8e53-d9eb8b36538f
headed,38,SM230826754,5a4154a8-b5a6-4371-a366-8635c290f43a
pass,42,SM230826754,f62269c3-3e64-4006-8e78-52c3fa95d091
defend,83,SM230826754,7e7f28e2-b002-4da5-b475-6f53ebcaab25
skill,67,SM230826754,0805fd88-660e-48c6-8150-723b0b8ce71b
speed,65,SM486359526,ac76f6bf-9b6f-4397-9ea2-6f75147e9bca
stamina,60,SM486359526,2c605fbf-2b3f-4ed1-af35-bc0574a2eec7
shoot,56,SM486359526,de826fef-826e-47c5-9d21-0fdba65af19b
headed,67,SM486359526,4f6867d2-aa22-432a-bfdb-d54f488be232
pass,24,SM486359526,fd09d5af-af13-4f8b-afca-b7f3f3870259
defend,67,SM486359526,6afe925d-25b0-4e26-9cc4-e9dd82e00adc
skill,36,SM486359526,c107c860-e616-4c0d-bb84-d0d4f5a5c04d
speed,33,SM244488969,c2e51d07-0a74-4953-a53d-7d87c9638d4c
stamina,67,SM244488969,6e1b2b6b-b438-4e2b-a77a-a55e4d07ea7f
shoot,20,SM244488969,75bc47c6-6458-492d-be7f-7802ec0e960a
headed,37,SM244488969,457f3190-2a09-4164-a5ba-da800a4ae478
pass,49,SM244488969,658a5752-b9fd-4be1-8f0b-13d5c88ebc2b
defend,50,SM244488969,f38fe655-96a8-4631-9fe2-37272c89bb53
skill,20,SM244488969,6e7e759e-6ab5-4e91-987b-fd20355ac23a
speed,23,SM195663859,110fa81e-2577-4798-a9d5-c090945afbaa
stamina,32,SM195663859,5446f81b-9562-446b-a620-faa71ec5b06f
shoot,13,SM195663859,20bd2501-c962-40fc-9f84-0419505cfc3c
headed,11,SM195663859,361fb7cc-bfc5-4457-908b-4b5594663881
pass,23,SM195663859,f329c1aa-c704-44a6-beea-1097384d9407
defend,88,SM195663859,55bcc4df-c76c-464c-ad74-b39f7bc30561
skill,97,SM195663859,f6f81b00-c99f-4795-9b63-94c14726ab4b
speed,16,SM456038307,7a038e2f-9e6f-4c29-b4a4-ea4f4b57d900
stamina,48,SM456038307,a38e6bf9-382d-4d5e-8cef-dc3a356274e0
shoot,12,SM456038307,c41b9ee1-aea7-4526-911f-536c3ae1dd34
headed,9,SM456038307,b71c169b-93b7-4e20-a931-833411d82b4e
pass,14,SM456038307,f752e12b-7008-4f85-9d4f-8c9976f5761e
defend,85,SM456038307,0ec50252-bea1-4357-b926-cc886cb931c0
