detail,position,sportsman_id,uuid
left half,midfied,SM375553880,892dd6b1-7840-4d57-aa0e-f2a746cd8ea5
left half,midfied,SM346008978,14899f4d-1518-416b-9e09-3f9ee23a4721
right half,midfied,SM878756831,bb3cd2d7-82c0-4b9c-8e5e-d3c61c1ba112
attack midfield,midfied,SM202960075,92810af5-c782-48b3-b082-c507d37058ee
attack midfield,midfied,SM550766779,36056e96-8a51-4fe3-af3f-8117c412339c
attack midfield,midfied,SM793279169,44fa3694-ae05-45b8-a038-1d1ec76f1ce1
defensive midfielde,midfied,SM173623720,7b2321e3-9071-417e-8afa-d61597980c5d
left half,midfied,SM522346835,2e69e1d0-7e42-417d-9e75-fe53ad3af298
centre forward,striker,SM408019659,01a7baa8-e8ff-408b-a0fa-6ec23fff8595
centre forward,striker,SM822410894,f97cb22f-de32-4716-ace2-8284a5f78483
wing forward,striker,SM357352693,7fc64fe8-8a7c-4cd4-92ea-96d21b1f8d98
centre forward,striker,SM745342880,dd35435c-10c2-49fa-84a2-a193e3799803
centre forward,striker,SM937393892,73a71057-1430-4122-b92d-c90596a094e3
centre forward,striker,SM670837249,c9485b2a-1083-4e66-888d-f28315f2e413
right back,defender,SM538397570,b4d7baea-9a5f-4a04-8616-68ad32f21ebd
right back,defender,SM712024726,88a5156e-fc7b-4832-b936-24eae39aff3d
right back,defender,SM390358664,5af94d01-661b-431d-9be3-61831bd2037b
centre back,defender,SM838140427,28247ead-26cc-4db5-8a74-c70f1c7c49ce
left back,defender,SM832568942,b653fa03-e0ac-4e0b-9cde-ed100c17de60
right back,defender,SM999734612,de72817d-37e5-4cbb-8838-eccd98b31edf
centre back,defender,SM101180353,b5cbe389-cd8a-4bc1-a6dd-143347de6465
right back,defender,SM860212330,1b0c743b-33aa-4437-83a3-7357a4ed68c5
centre back,defender,SM839030682,59bedc56-a0a0-44eb-85e8-bb20bb1bf5c0
"",goalkeeper,SM945034506,d74fde66-2f99-4af0-a038-29e2fd305ac5
"",goalkeeper,SM735190902,8a1680e3-07d4-4885-a901-0e0ad587ecaf
defensive midfielde,midfied,SM100338310,f915432d-c752-4f0e-ae72-1616df3d442e
centre half,midfied,SM788694519,ca50c54d-fa3a-48bd-b00d-c74d9902cff5
left half,midfied,SM251156771,9247f11e-4027-4aa5-8765-a6280d24f6a8
defensive midfielde,midfied,SM240508754,75bf1a7f-6c7a-4a39-8f47-cd4a82231ad1
left half,midfied,SM715643264,184df84e-012f-4fb9-84d8-17c9de71596f
defensive midfielde,midfied,SM295112955,87e3aa69-a1c7-436d-be77-997bbe1b3677
centre half,midfied,SM431059516,dc9309b7-5fe8-48db-ac5f-225bef6213df
defensive midfielde,midfied,SM941598524,2a0bd0d2-4698-41d5-9e3a-5b5f3c41b547
attack midfield,midfied,SM785972434,8758de53-a795-4ea7-93b9-1b5e32a5df7d
centre forward,striker,SM353182293,a90b6b8f-eb91-4b0e-9991-b7215bbf8309
centre forward,striker,SM247530827,6e3ede64-d504-47b0-8eba-f5bc58437a54
centre forward,striker,SM246810504,74861508-214c-461f-baf4-8f5fd9d9fe36
wing forward,striker,SM351858919,efe1efaf-2af9-4983-bdde-31b3b9b9db64
wing forward,striker,SM952318158,b89ef4ce-457c-4581-8bf5-a38f66928e04
right back,defender,SM760530472,1bb268a2-6a6a-4062-b4d4-4d6f7c2cc7c0
centre back,defender,SM562226705,2d538d29-1385-4ec6-b0fe-e489d376603d
centre back,defender,SM735154645,6527e274-1946-49ff-822f-7ea6c7285912
right back,defender,SM439958445,87c3f84d-163f-43cc-97e4-c30c03ac47a5
right back,defender,SM480967170,12ca1ec9-d152-4d32-9c6f-13679f979035
centre back,defender,SM591515545,26431791-9a1e-4164-a65a-168bb778bcb8
left back,defender,SM600972709,8e13a315-cd60-448c-9fa0-187e0598f403
left back,defender,SM112813541,c1caaa29-b02f-4bd8-abef-fa78de86448a
left back,defender,SM973077601,9abffaad-37bb-47ed-9f70-8289e7d06d53
left back,defender,SM755871405,5d51e420-76e8-4513-8926-6c9cdb82b891
"",goalkeeper,SM342257721,7c1bbc60-a179-44c8-b842-2f75b29d793e
"",goalkeeper,SM797644123,632cf705-8552-4704-ba0b-23bf665467e6
"",goalkeeper,SM524578165,733a2638-3405-477b-9dc5-0e8ee227512e
centre half,midfied,SM655034768,16d23a6c-4ad8-4fd1-911a-5fd993267e1d
centre half,midfied,SM531860021,ba3e7589-04f8-40cc-8d73-f75e26b2a15d
left half,midfied,SM962698351,3ffd8fea-33a2-4789-be76-69a33bc6d577
attack midfield,midfied,SM923776234,7a70d928-3746-4a67-b79c-02336e266894
right half,midfied,SM187945817,a5ec85b6-5d45-482f-877a-0445dc90fa1a
attack midfield,midfied,SM318770124,79768e6e-87c1-47a5-9dd0-ef2626f2815d
right half,midfied,SM313153166,45780777-9996-4c07-b555-08afeff1bc12
defensive midfielde,midfied,SM481167481,e312ea8d-66a6-49af-84d7-0e1ffa6b5036
centre half,midfied,SM183862759,74c6f99a-33d1-44b8-b7cb-1a49d461d084
right half,midfied,SM175889726,df0a5a22-f433-4b6a-9042-f4898b682836
wing forward,striker,SM398484063,33e75f4f-d83c-4a6e-bfdb-cbd41b805d0e
centre forward,striker,SM351309156,2d124b21-4d3c-43b5-8f5d-b30df6142159
centre forward,striker,SM652953003,8265e568-bc42-4181-bc10-7971780fa564
wing forward,striker,SM764947021,57a1777a-2bd6-4078-9a87-1ed493927999
wing forward,striker,SM889924958,a9925583-c0ea-411f-a837-984a58617341
centre forward,striker,SM175468125,43db4c96-4b1c-4c3d-afe5-bc49f8244644
right back,defender,SM255073799,03e77bd0-81d7-4bac-b876-7e92f137ea75
right back,defender,SM924738188,c0683886-ec29-471a-a00c-1d90cd2d05af
right back,defender,SM899589841,e931c070-a604-4493-ade4-3eaf80c1ff52
left back,defender,SM668663604,f3e8f4df-1d84-4703-bab2-3428e4a5e66e
left back,defender,SM970878314,9306827e-ff45-4e8f-95f3-3956e894d46c
right back,defender,SM798121592,38d1cb88-095c-447d-bc0a-7f92e8989a38
centre back,defender,SM461674239,930b387f-f49d-4af9-a37b-c24abf91acd5
centre back,defender,SM435823053,342a83ea-f7d9-432c-b1f0-949fb08e9d26
centre back,defender,SM881619943,f0462020-f949-4b8b-91c5-121808c246a6
centre back,defender,SM483883261,23bc833a-c80d-4be4-aabd-cd32c8defde7
"",goalkeeper,SM758584909,6e76b6b5-039a-4679-beb4-a0d904864d79
"",goalkeeper,SM483903269,6f92bd4a-965c-4ca7-ab82-1c73d1aa006c
"",goalkeeper,SM485167678,d703dd39-80aa-4cda-8988-c0a7419c1397
right half,midfied,SM141442234,7b55458c-4ecf-4d7b-9330-e6b84d756eb6
defensive midfielde,midfied,SM694575360,86a74357-3bc0-42f9-99ab-7ec51934a346
right half,midfied,SM965627843,dcbe2011-f2f9-41d9-8203-fd2ebf910c41
centre half,midfied,SM403978441,8efbf7cb-2762-4b6e-bb65-94330998ad14
defensive midfielde,midfied,SM689086906,aa27906b-47d9-47b4-8885-b47b1cdd082a
defensive midfielde,midfied,SM113834338,b21b64d7-3333-4627-aa89-bb26bd922285
attack midfield,midfied,SM928006269,170dde26-3b89-42bb-ac65-e2e5f438d2ae
left half,midfied,SM179037642,2cce7088-d291-4190-a053-0e4678836de1
defensive midfielde,midfied,SM864100301,30e9ed47-891f-4530-a3fa-24e021fa755d
defensive midfielde,midfied,SM173877682,53ec9e89-383e-4f50-a024-30b84efbeea0
wing forward,striker,SM628868487,8b17b8c0-9b29-4f4e-bd90-a0b04dc65e2b
centre forward,striker,SM653545913,1a20cd0c-de52-41e7-8197-7ec0947e2292
centre forward,striker,SM939672746,2029d638-5943-4493-a24c-3d0a630f1a11
wing forward,striker,SM781602440,bb712320-2f33-4ca7-8c59-d3e8030f67d9
centre forward,striker,SM470842956,1fa76f05-d2e2-40d7-bcab-f519c15c3397
centre forward,striker,SM899330326,3fb17973-d03f-4e65-afc6-f5f74a791f22
right back,defender,SM206013318,073dcc1c-5c03-46ef-8929-09fe998e6f38
centre back,defender,SM853485016,dc66656b-5ed4-4904-8abb-028e7a1fd593
centre back,defender,SM247890390,128f5f8d-bf62-4280-8674-b891e4412d75
left back,defender,SM220928365,cf0c902f-b87c-4181-8bf3-4372b1b72890
right back,defender,SM881898919,d9474aca-f4d7-4f63-86dd-993f337c5115
left back,defender,SM763229885,cb610891-7326-423a-a44a-a0d2a959b804
centre back,defender,SM488959750,d2e22def-e985-4579-a13c-3c6ebd80e6bc
left back,defender,SM111346920,2e2c1cf2-8980-4704-bd47-1bf29a665986
centre back,defender,SM232610135,3067aafd-3292-49d0-b8ae-c54f872bb7c4
left back,defender,SM429806561,c2b4eb90-85c1-4aa7-a1ea-546e8c3931c0
"",goalkeeper,SM323640464,72c94bbb-b953-408b-b11c-14fb6e281238
"",goalkeeper,SM800007995,2b888215-bc2d-4b47-83ae-c2b585ef5865
"",goalkeeper,SM549293979,67bcec98-8cab-4bf3-a7d5-7ee702393789
right half,midfied,SM260537588,05d3eff7-82c5-43ec-a6fb-bd370a702601
centre half,midfied,SM822479964,75c3fde9-a6e5-4f23-8a6c-1bcacb58afc8
left half,midfied,SM817397277,4628cc24-3475-4096-98c7-99144df38bb2
left half,midfied,SM356682729,c75d5407-7df8-4eee-812e-004d8d7c95eb
defensive midfielde,midfied,SM372866959,0166bed0-5e42-4ea3-9c4e-db6340b74525
left half,midfied,SM540381413,d6b55c29-194d-4377-a21c-be46b4f9d5e1
centre half,midfied,SM851886926,2b43b0c2-4b1e-48ed-9292-c07f34974d52
attack midfield,midfied,SM441455811,18851c3d-d7ea-4653-a8b9-5ea9f3e5ec00
left half,midfied,SM673732623,ed6bd6dc-fd99-41d2-895a-7858113900f8
right half,midfied,SM524756748,5fb91490-1597-47f2-9bed-00b8cb1c15ca
wing forward,striker,SM891137329,89050c06-6dfc-4cd1-bee4-614d0a47d807
centre forward,striker,SM468487133,5ffd246c-70dd-40f4-b016-28943e3578e1
centre forward,striker,SM597240906,65ff5d60-7cfc-4290-8c28-9b1bd3571d02
centre forward,striker,SM686578193,81836e32-0ea1-417f-8ce9-84d8bbac5ece
wing forward,striker,SM778205868,3543006c-4752-4386-9e6c-5b5c15145f55
centre forward,striker,SM985889971,2ba3b401-836a-4dfb-aff1-c33bdc3361f1
centre back,defender,SM385757429,d1aa9e52-2fa9-42c1-ac19-69247d500efe
left back,defender,SM245967669,f2a95e51-98ea-4f8c-9725-635b718980d5
left back,defender,SM366754560,21ba8359-575b-403e-a900-0742faefe4e3
centre back,defender,SM201250391,a7231f12-46da-42ac-b649-276165d1a448
right back,defender,SM113894217,0aad36b9-2f2d-4b05-9b28-936f86c6df27
centre back,defender,SM705570731,1369a5f5-c975-4220-829d-1746ed3a1369
centre back,defender,SM322017840,2f435a6c-9ae0-4746-b931-9451dc2130e5
left back,defender,SM829286846,de52610b-9e3d-40de-a958-19cc13c84679
right back,defender,SM404111934,5dd93435-bff4-454f-94c0-6dccd09a76d8
right back,defender,SM706757422,d5cea56a-7594-425e-bca8-1dfea7defca6
"",goalkeeper,SM712694229,48b7d38e-9a9e-4c13-95c8-a994fd19b14c
"",goalkeeper,SM125242651,03a4a381-9ece-47fc-ba6b-83e9313f7b52
right half,midfied,SM844799114,be999954-4767-43a9-ac78-126346330295
defensive midfielde,midfied,SM228468986,5d547699-f712-417f-8155-d53fb7eaa566
right half,midfied,SM108718780,2fa26765-d8ed-4e11-9a3b-21294d5862a5
defensive midfielde,midfied,SM983217632,b95720dd-8907-4d41-926d-eab52fe280c9
right half,midfied,SM751800765,dbd423ca-4059-4c8f-9385-79d3ddb5efc1
centre half,midfied,SM514621728,e1d7f532-ab3f-42db-bbc1-90458199b5a7
defensive midfielde,midfied,SM327331564,c3c6822b-4cbb-430a-8e3d-11dc7e73cb4c
centre half,midfied,SM898156458,7d14682a-91fd-446d-b5a0-5d951fadaf1f
defensive midfielde,midfied,SM179679631,42148ad4-27c2-43ab-9ee2-9180ad22a498
right half,midfied,SM898413429,5bfb0423-6d17-47d2-93ba-75677078b111
centre forward,striker,SM436400626,0f5ce8cf-837b-4890-bb94-bccca1b6ec33
centre forward,striker,SM470050354,81be15c5-5145-49b5-9111-c843d759e924
wing forward,striker,SM937385262,dbc400e7-b319-4178-84c0-ce02a451ae7f
wing forward,striker,SM597557714,f83d084d-078c-4da7-8244-a8373f754356
wing forward,striker,SM557704329,7d126b17-7e39-4b2b-8712-42f962f00f3a
centre back,defender,SM335134348,3d2396e6-0b77-462a-8851-b5aea7a6f3d8
right back,defender,SM469760519,d1013868-fc97-435b-9fea-a48c4ead0161
left back,defender,SM915774181,c366868b-41bf-45c0-b49f-78d1871d905e
left back,defender,SM928415019,e9bfae08-16b8-4394-98a1-6a0e84c63255
centre back,defender,SM511988291,942f9d86-1221-4eb1-814d-d89861bf125e
centre back,defender,SM104476413,70e17eee-f377-4b68-a1c6-a1e89f86a098
left back,defender,SM830890778,3367b824-f8d0-43c1-ad44-815921d281b7
right back,defender,SM791463476,a31da6f3-57d1-4e2b-8cf8-cfac59041924
centre back,defender,SM435375114,1c720adb-54c5-4ff8-b599-3e3d68b6ee21
left back,defender,SM406054584,2f87a1a5-4009-4fe5-b56a-9e12b4ffa135
"",goalkeeper,SM812110732,ac7e6a7f-182b-4b2d-9a9d-7ab75c07d0be
"",goalkeeper,SM288516161,5a8e1c9a-a71d-46ae-b7b5-33f7c6deed03
"",goalkeeper,SM477755299,67eeb861-28bf-4248-b2c4-e64121334193
attack midfield,midfied,SM633170959,d7367b20-7882-4fe6-93c7-3202a1f08ec7
defensive midfielde,midfied,SM280084589,afea8b67-1eee-46f7-b689-a02bd13e8b98
left half,midfied,SM283309002,c4d75465-cb24-4347-b174-bc1ce7dd8ce9
attack midfield,midfied,SM590696701,7bf6547e-8546-428b-87c3-eb1af6d071a5
attack midfield,midfied,SM829658835,2f78216b-9b39-4c37-9bc5-70e3f99c4f20
right half,midfied,SM697197318,cc168923-57f6-4c54-b989-0522665ac052
defensive midfielde,midfied,SM277467872,ccf64df3-95b7-4b6f-bc73-9605c8c90004
defensive midfielde,midfied,SM756723336,434a9503-8b9b-4053-b36b-5c6f361a1373
defensive midfielde,midfied,SM383652892,afe5a13d-831d-4cbf-8ddf-8a1e1d9f5c51
centre half,midfied,SM171565076,58f90452-ff1f-4ab7-aaf9-6e338336b6a6
centre forward,striker,SM687808658,fcaf1ab2-4137-4222-99dc-b68977e0c2d1
centre forward,striker,SM644964310,2cf5d845-888e-4ef1-8c4f-f2681bf21006
wing forward,striker,SM846968554,21df15c1-2cc6-4e15-9e0e-253c1e9beef5
centre forward,striker,SM312405807,ddf124ed-653d-4000-b727-6d9a593e65fb
wing forward,striker,SM957423660,7236b347-668b-45c0-be34-de29b1e60712
wing forward,striker,SM881059321,f373a3a8-9aab-4ec5-92e6-9b34ccb3a49c
centre back,defender,SM926347839,7281ef78-ebd9-40b2-a58a-fc2277b6d6d3
centre back,defender,SM771207110,a2128efb-da13-4222-bf8d-e6e871783f40
right back,defender,SM100195192,f0bf6062-01e3-405b-bb40-2751cee9e349
centre back,defender,SM191929756,d659124b-e853-48b0-a3bc-d6b7f6470f24
centre back,defender,SM801092251,1add8655-3abf-4056-b4b2-7ea3383ec9c8
centre back,defender,SM402219269,e75e400d-31a8-4f71-8055-065a26870139
centre back,defender,SM638860970,96e5b4fa-45b5-4f6b-add3-2aa797b0d3d8
left back,defender,SM569225887,54ea4d6c-a4bb-4c41-b8f8-89db1c666798
left back,defender,SM211945976,3ddc404c-dfe7-4e0d-a16b-daa9a6328a5b
left back,defender,SM724598488,3f4b98dc-e7b2-4f78-aff7-92db6762bf7b
"",goalkeeper,SM849196773,60d2b1f5-a5d3-4e52-bc80-fb0ea7f7802f
"",goalkeeper,SM782180526,911fb18d-f106-4746-b823-8a667e03c04a
attack midfield,midfied,SM828846164,63c6bfbc-c551-492f-b660-96b744f9ca54
right half,midfied,SM891754522,4c586772-ba20-40d9-b25a-11f2694b5301
right half,midfied,SM121741563,79740769-8e48-40bb-bcd3-a87f6431fca3
attack midfield,midfied,SM974836135,f599f434-89d4-46d1-97d5-69cbbbfe8381
right half,midfied,SM938375681,f829e883-ad30-44a3-8f0b-a3913c890845
left half,midfied,SM512522981,d688f1e8-e109-4bdf-9f60-e702099a04f2
left half,midfied,SM151085354,7741dc53-7d14-42d4-bfab-74d68f19694b
right half,midfied,SM731980618,5de4a16c-8c2f-4ef1-bd58-300868f63524
right half,midfied,SM982957225,5331ac90-7908-4bbe-880c-66fb4e9139f3
centre half,midfied,SM967065956,5650574f-1acb-4ab9-88a5-97cd591ef849
centre forward,striker,SM304184680,fc3a4e61-9aad-4087-a7c7-171b8421351c
wing forward,striker,SM409483781,ff3da486-da11-4114-80d0-52b85444d57f
centre forward,striker,SM281016891,06b88c21-b3b8-42b3-a337-34cabf77764b
wing forward,striker,SM716879979,3e257845-faef-44c6-b21b-e77f230068c2
wing forward,striker,SM565143721,cbc44112-5368-4644-a3d1-78348fe0323e
right back,defender,SM244540277,41071ca0-5f8b-4128-8c61-971558b2d31c
right back,defender,SM860345818,6e939136-82da-4b4f-9934-87b01f5cf346
centre back,defender,SM147889225,a71cd408-6a8e-41dc-b1ba-339f6addeb8a
centre back,defender,SM421760545,af30f767-dbfd-43a3-8f51-be57d42fe2ec
left back,defender,SM793214011,f9f2a427-53dc-405d-b4af-9d6677f4e584
centre back,defender,SM139668907,077b4bd9-16fb-4426-89bf-8f907a1e4044
centre back,defender,SM139860051,19a43a73-74df-45eb-bf0e-273259eab3a9
left back,defender,SM789882249,0f4dc2a8-ecd4-41b3-8e68-91e2556878a7
left back,defender,SM172713287,ce0eac3b-ecf7-4632-9c20-6d57c1196f86
left back,defender,SM554103295,9ff2fe9a-ff27-4140-b65d-f5851b5359a1
"",goalkeeper,SM661580620,79c78a95-9574-4107-bba9-7df188eaada4
"",goalkeeper,SM927564092,db953ebb-12f5-40ac-a426-abcc18d8cee7
"",goalkeeper,SM898732235,564dc68a-2945-4e30-8c60-7dfdda0e3945
centre half,midfied,SM664640973,314488af-9956-45e5-a97a-8bb780aa4c45
right half,midfied,SM465662529,5b5d316e-d198-420a-881a-8bc4543c2b86
attack midfield,midfied,SM983080420,4abbe66b-79f0-4c26-ba02-6974391dcdca
attack midfield,midfied,SM794985058,615c6b5c-6bcb-430a-9898-5d9b507589c5
right half,midfied,SM402659591,6f60200c-296e-45e2-972f-4aa4e324910b
attack midfield,midfied,SM586486550,f398de37-961a-4fed-81db-4a83e149b03c
attack midfield,midfied,SM256608600,d50918ab-1714-4dcb-b9a1-b9d6bb4abeca
right half,midfied,SM352297455,3fb9b934-4685-464b-8c9e-7837baf38416
left half,midfied,SM130081086,8b7b643d-09c1-4716-a137-14ed2452b428
left half,midfied,SM831031127,5c4418aa-7b2b-481d-8938-5c818adb8fdc
wing forward,striker,SM813320247,71b778d2-320b-4591-abe4-c96b8106956f
centre forward,striker,SM226543743,2c50b54c-a595-4728-a24f-cfed6eb43097
wing forward,striker,SM232950977,3b1c6f8e-998d-42f8-bcbd-2e94dd9b5770
wing forward,striker,SM441105847,8e2ca7dd-2196-4ac3-aff8-3518022afd59
centre forward,striker,SM484047287,29985df7-96ad-492c-80b9-7a8833e9e50d
centre forward,striker,SM664855854,e266dc66-9c12-48a7-99a6-9ba9a5e20291
centre back,defender,SM982566470,007efb22-2525-460b-a1c5-f659b7720ffb
right back,defender,SM450742253,94c1421f-6289-4e52-b7b3-884673779c66
right back,defender,SM245834916,5d19b600-2baf-4cde-ada6-0e75a228b42c
left back,defender,SM392395003,86392219-a055-4519-bac7-c3befeca9896
right back,defender,SM599777619,c46a80b1-2df8-4713-874d-7d6fe76e3aa5
right back,defender,SM241426527,d28715e8-799f-475b-94c2-8e67e1c57aa0
right back,defender,SM696188567,b271b9c7-fa5e-46c6-99db-f52c7ed1859d
right back,defender,SM496535527,0e0c9b0a-c086-4b48-9595-13ba7c99f59f
right back,defender,SM864927860,f1f3cbe5-2fa1-4cc2-96e5-d547404829b8
right back,defender,SM734448263,9f422d7f-d092-49ed-9125-f73dba062d63
"",goalkeeper,SM418680812,be629f1c-410d-4ba7-9656-c107c7225f0d
"",goalkeeper,SM106473932,6400de3b-e419-4e1b-915b-f81a6e19fbad
defensive midfielde,midfied,SM122668546,de6c62cf-080f-42c2-b06a-7e727dd42cad
defensive midfielde,midfied,SM142191765,6b9e35bf-1af6-49fa-85a0-1992047a7ce0
left half,midfied,SM542338129,3de3d94e-6d9b-4a26-bdf8-e08236764647
centre half,midfied,SM358796434,bbdcf40f-d0c6-4988-9048-f288670b0a6e
left half,midfied,SM970112300,f7c13e5a-b832-422f-838e-53a0c95fe029
defensive midfielde,midfied,SM928417740,5454c3ff-3918-42aa-86a0-f9d3016986db
defensive midfielde,midfied,SM152681431,b0c94ad4-775d-4509-bd9f-3b5eaf25d6ef
attack midfield,midfied,SM402464025,3709db7b-93e5-45e8-b0fa-8b266414e2e5
attack midfield,midfied,SM603504967,f904325e-2c54-4764-aab8-a7a799c7e16b
attack midfield,midfied,SM940520653,6d04e688-9427-48af-814d-63c31af21818
wing forward,striker,SM140048698,03772fc7-ddfc-423c-9c79-c45069a61cb7
wing forward,striker,SM678801687,b40a0e49-5518-4283-837d-872e864d2214
wing forward,striker,SM131185249,4dc2add9-4b34-4b45-9cb1-f1625b334f6f
centre forward,striker,SM948516846,3f8a4684-d0f0-478c-9818-9694da67a553
centre forward,striker,SM939141700,18677386-8507-4ab6-887c-fc84abe940d4
right back,defender,SM751444034,3b42610e-77ea-4f5a-b7c7-75279e52ae47
centre back,defender,SM842522533,934e5fb4-4e82-4297-9fd2-de47d4cca9c8
right back,defender,SM180548357,2bac9b76-3a41-4ec5-ba47-535f5f32fb2d
centre back,defender,SM784941538,172f9877-c323-4636-ab35-0d2d41563ecc
right back,defender,SM717961468,80538d3c-9537-4565-bd05-ebbcbe1929b3
centre back,defender,SM890831326,435e69d8-5bf1-40ff-ab43-6fbcfe73cd77
centre back,defender,SM585754473,d5f01af7-13c5-4dbf-887c-238f9e2094be
left back,defender,SM281970747,c4cd5356-083f-4f0d-928b-8d22abc93527
left back,defender,SM714281298,4f4986cb-8496-42f8-a4e6-45edf6c27f70
right back,defender,SM503120622,f0975085-d9bd-45d9-beb8-a525672c4d41
"",goalkeeper,SM377151214,c79901ed-0f5f-4ed1-84b1-b478ec7ba952
"",goalkeeper,SM747387892,dc30f858-bfd1-4dfb-8400-496d4dbac772
"",goalkeeper,SM799277573,92d61f01-518a-41fe-968f-a257024e34fd
right half,midfied,SM220904019,2d7f5fde-7839-4ca9-871b-12275daa7fb5
defensive midfielde,midfied,SM685420494,65f9b488-d4c0-489a-ae2f-bed3f49e4b33
defensive midfielde,midfied,SM869823396,3fdaabcf-b3be-4dc8-a17b-bbf69f100a25
defensive midfielde,midfied,SM947479242,00edd220-3f3a-41e2-93d7-deed41f88de3
right half,midfied,SM513995709,d65a723b-8b2d-4557-a074-65ee87718dc9
centre half,midfied,SM430724376,117b80be-5178-4c8c-8bf0-ec793d654c5e
defensive midfielde,midfied,SM567807248,6c45ba98-3437-4de9-ad5a-290d2fe2ce0b
centre half,midfied,SM364706940,00d57ac3-c40c-4207-a797-a93460258936
centre half,midfied,SM311648324,5395a544-eba1-4849-a89e-f920dfc8b02e
left half,midfied,SM658004771,1075c9bd-a9d4-428d-b01d-c36f7bd9f882
centre forward,striker,SM797067149,e4fe1dc0-77e4-468c-a243-2d0f192dd85e
centre forward,striker,SM522877789,bb681f9e-8a40-4db4-8700-4253d3a44119
centre forward,striker,SM965708704,ba18794e-2797-4103-bcee-742002c8456b
wing forward,striker,SM763498679,489316cd-f4d9-45fc-acb5-0550b413e2c9
centre forward,striker,SM285099232,03ecc792-f3e6-4e2a-9329-a5ea6d0a2f29
wing forward,striker,SM704065720,6dedd2cc-1e76-4320-b25b-a217fa790fc7
right back,defender,SM975061562,b83f21fd-3b0c-4170-bc80-1963918f1a21
left back,defender,SM207253457,cfc84e3e-4acd-4347-9b58-9e0cbe02d157
right back,defender,SM245054731,a23a0b02-1512-452c-a272-8667d5d38a80
left back,defender,SM906568649,79c71517-4887-4852-ab8a-1021d266c3a2
left back,defender,SM710204283,8920460e-cb89-45fd-8749-3b160d9d6520
centre back,defender,SM574332482,7bf6671c-9b60-449a-83d3-2fca93e74930
left back,defender,SM305421605,5d985abc-f38d-45d6-ad24-8e3da3b20eae
left back,defender,SM263171257,4ff7ace7-fde1-465a-8cb1-dda627f05d59
left back,defender,SM656393619,fed9a4dc-9a61-4aa6-a27f-f82fb6b11317
centre back,defender,SM949118893,7a5cdc09-1dcd-46aa-8c00-2d11f087594e
"",goalkeeper,SM568181249,7af79a3a-1bf3-4265-a616-826931cda426
"",goalkeeper,SM898305285,389a08dd-1b6c-40b9-ba98-0e04686b7012
"",goalkeeper,SM151395319,9af7a02a-0870-4f91-8d2e-1dabb34cb1e4
left half,midfied,SM119606297,eb22b2bb-51b5-414c-b001-12eacd4604a9
defensive midfielde,midfied,SM678310396,71fbb1b1-a887-4f70-a2ef-e12f9612646b
attack midfield,midfied,SM292856736,cac02511-2280-497e-9151-3cc7e49f4bb0
attack midfield,midfied,SM746851893,d3e755e8-bf1a-49f3-9e5f-ed0605402713
defensive midfielde,midfied,SM962353167,52475018-060a-48a5-8f89-182a8cd4580b
centre half,midfied,SM886468478,d5da01b4-f12a-404b-b357-3f14e81944f6
centre half,midfied,SM279049926,f2384008-9c32-40b6-91b4-979af09b0893
attack midfield,midfied,SM388881410,e6c7bc69-631e-4c85-9b41-3fdad8ceb6fc
defensive midfielde,midfied,SM831692865,a412e247-8ff9-41f0-a7b8-1471b91ed115
defensive midfielde,midfied,SM573802453,e7225ed0-5d88-4ddc-bf3d-19cfd0fa2622
centre forward,striker,SM282951923,288f2e3c-ad90-4cf0-b16b-050e25137521
wing forward,striker,SM930184168,99d197c3-b4a6-4ba9-af2b-0dc463be5c33
centre forward,striker,SM772310301,4ca49ed9-702e-4abb-8c6b-09e81ab574b8
centre forward,striker,SM698329544,878d4ed6-24a4-42a8-9707-69b7fe0d025a
wing forward,striker,SM475230270,88bcc1f9-6ab5-444b-ba63-602d12770d0c
centre forward,striker,SM865367090,7a3f5740-993f-4901-8f63-13ac06e9e120
left back,defender,SM617524050,e6c0ba21-7823-4f7a-a55a-5cb169afc633
right back,defender,SM613959736,df518d1c-5efd-4951-9a97-6f8a5e4f535f
centre back,defender,SM223452657,35500c2b-8c93-4542-83c8-bc117bf45052
centre back,defender,SM404041052,85c60f42-45b3-4027-893e-6d360d29d3c9
centre back,defender,SM541869032,258989aa-e702-49e6-896e-62fcda27debc
left back,defender,SM431846385,3ee689ac-a52e-4a92-a275-645b65d5eea8
left back,defender,SM597483524,e221f62c-e990-40d7-87c2-deba2fa0f6c2
left back,defender,SM386282180,fb08d5e2-9487-416e-a25a-863d368e8eff
left back,defender,SM112537078,89154c32-2559-43f7-9bb8-3c17c14cc0f9
right back,defender,SM415719195,55a493a1-c27d-40e3-bf29-539190db2b03
"",goalkeeper,SM678856972,45f338f3-0ba9-4962-b994-82e3d9dc6961
"",goalkeeper,SM883374628,1ebe528b-38ac-4b12-818a-33de4c5a7990
"",goalkeeper,SM622096519,46961cf8-be07-4fd1-aab7-2e8dbe9997ca
right half,midfied,SM488596293,f3af6570-9083-4540-bd4c-e21cbb22ff29
attack midfield,midfied,SM912844117,9ad04c1e-5de4-43ff-917f-bc52996fb95e
defensive midfielde,midfied,SM568098190,30d6a121-c46c-42fe-8320-70175b65cf47
attack midfield,midfied,SM178898725,400f8833-204f-4e05-986c-22be2ca6ca7a
defensive midfielde,midfied,SM786710012,9e65fc2f-6e31-43f1-b858-716114189096
