client_score,home_score,match_id,result,sport_event_id,uuid
3,7,MC825106505,home win,SP660323116,21dcb457-0dbb-4555-a716-225c39f51dbb
0,1,MC611556093,home win,SP660323116,92a4f635-72ed-439e-a56c-d87b0986ab75
0,1,MC770482294,home win,SP660323116,98fd8f28-944a-49d8-8a09-ef1feac77d72
0,2,MC670134562,home win,SP660323116,e15e69db-3ef9-4052-ba76-0c79285e0d03
1,1,MC401530378,draw,SP660323116,8514f963-753a-4653-a2e1-db9b4dd95a78
2,3,MC640857614,home win,SP660323116,5f87a920-f79f-4101-964f-24bf93e9ef29
8,8,MC604058898,draw,SP660323116,a9297db1-92d6-4b5e-8fcc-383bf96cceb1
1,3,MC367350680,home win,SP660323116,302e9441-58cf-4feb-b6fb-082c01991ba8
0,2,MC685789557,home win,SP660323116,ef21b43a-2f8f-4ff5-a68d-f523ccad3b4f
0,1,MC226980541,home win,SP660323116,5072a4f1-65bc-4f1c-afaf-bc1ae41ce4fa
0,0,MC591640642,draw,SP660323116,53f7f11e-7426-4553-abd5-9213fe5a859b
2,0,MC971094997,home failed,SP660323116,ce5dd096-bdc8-4161-b972-970dc1249c19
3,3,MC335908011,draw,SP660323116,5b505bf6-51bb-42f5-8435-d13f0eebee5e
2,2,MC959506392,draw,SP660323116,0ccd34d7-a2ab-437f-a765-86db8cba9fbd
1,0,MC717445380,home failed,SP660323116,b8c3924d-fe81-42d3-9995-e351ef8d62d2
0,0,MC464852510,draw,SP660323116,8dce515b-60c2-4d59-899b-aaef53562919
4,4,MC216164365,draw,SP660323116,613416f6-a757-467e-b688-874d969598c9
0,3,MC592865547,home win,SP660323116,37af6893-7a4f-44c6-b42e-754c10769ff1
3,0,MC979960015,home failed,SP660323116,668b8291-1127-4f2b-aeb5-4c6874d75f65
3,0,MC389243552,home failed,SP660323116,58e97735-91b4-464b-a14c-f3d99a09eff3
5,5,MC991836206,draw,SP660323116,bafb7088-b777-461e-a43a-7fe32c96c3e7
1,0,MC401384398,home failed,SP660323116,8c2f5a3f-290b-4e66-b13d-ff3e15510649
3,3,MC584660419,draw,SP660323116,af4c391e-3655-4312-a23f-09944e7afc02
1,0,MC328408045,home failed,SP660323116,fcd22e3b-0e9c-40a0-a86c-bc05e6fa72e6
2,0,MC856941312,home failed,SP660323116,aa8bcaf6-508d-49bd-be5e-360a2e72813e
0,1,MC926744498,home win,SP660323116,d5831e79-3990-46a9-a504-de5d76e81c74
0,1,MC319258860,home win,SP660323116,58b53a8d-be93-4549-b169-218c06d8e558
1,1,MC523347657,draw,SP660323116,5f43ec0a-fda5-4c9a-9987-06ff24db2ffc
1,1,MC581810030,draw,SP660323116,755ea593-191b-4dff-b84f-4fe406ae2f9d
3,3,MC451335306,draw,SP660323116,b8126233-bfdc-4d03-977a-4aadf4b8f015
2,0,MC899137155,home failed,SP660323116,6648e2d1-e748-4d24-9000-e7d04de48a7d
5,7,MC797895735,home win,SP660323116,c377bb44-3540-4588-905d-3648192eaac7
2,2,MC835179227,draw,SP660323116,768e03c7-e10a-4930-ad7b-a7aac5959fef
1,1,MC336992347,draw,SP660323116,fa430185-16c7-4c89-82ef-b83322cc224e
0,1,MC481946214,home win,SP660323116,64c290ef-dda9-4014-a14d-e45423a9c57b
2,2,MC310117170,draw,SP660323116,c6baa33b-c44c-46ac-b881-703230186c40
0,2,MC612897312,home win,SP660323116,bd05c565-9076-4ad1-96d2-0e816900ba57
3,0,MC323449606,home failed,SP660323116,0ac95341-eafd-4d4b-bf6b-a16c7fcfb5e0
0,3,MC537248710,home win,SP660323116,f708e564-80a8-406f-85e6-e76249f969ff
2,0,MC417055828,home failed,SP660323116,dc97805b-7795-4f29-aff1-8d00c286c663
3,0,MC723684357,home failed,SP660323116,a301a348-8105-46e3-a02b-e609af696e48
0,0,MC224518592,draw,SP660323116,4a00b1a6-8522-4865-962b-5acc991548bf
4,4,MC857988025,draw,SP660323116,b81730fb-629c-4efe-bb2b-4862988c15d6
3,0,MC493753643,home failed,SP660323116,84960032-1f78-43e2-a7dd-711a77db59c4
4,0,MC656938682,home failed,SP660323116,b4ee4087-7944-4637-b96d-f3a4f53997a1
1,0,MC423468299,home failed,SP660323116,37a4b22e-b1f9-48bc-8b22-b59dd7c19187
0,1,MC334270516,home win,SP660323116,b8716a2c-274b-4526-acdd-6b308a05ca6f
2,2,MC197018690,draw,SP660323116,bf24b061-a7c4-4cf6-9961-22eb534114db
6,0,MC572714951,home failed,SP660323116,e3a0579d-d796-42f6-b551-998b93f4613f
3,0,MC915497500,home failed,SP660323116,c4be8a1c-64ba-4736-af9d-3582f94329f8
1,2,MC797604361,home win,SP660323116,281c752f-2a92-459f-a27a-a31bcd4b94e1
2,2,MC914332059,draw,SP660323116,28d524fc-6a6c-4511-b3f0-67277368a8d0
0,1,MC709475226,home win,SP660323116,88a03b98-ab93-43d8-8267-52ff61ae46d0
2,3,MC335303843,home win,SP660323116,03b1f14b-56c4-414d-9f1e-e21d2ad0a32e
1,0,MC724138349,home failed,SP660323116,22d2482c-96d6-41a3-9141-da07ac283419
2,0,MC570742009,home failed,SP660323116,1d39b9a4-1329-42b9-8e17-c8c8823d06f5
5,5,MC433909019,draw,SP660323116,c0816c7c-3d7c-4e07-b4e1-55702cae144a
1,0,MC698952111,home failed,SP660323116,f7da4b0f-4ca1-4438-b213-d5b8277f3585
0,3,MC671883175,home win,SP660323116,71660a32-10fb-4367-b5b8-32f686df9bbf
2,2,MC337975420,draw,SP660323116,38770eec-92df-40f5-ba34-f21ace8c7a20
3,0,MC549976673,home failed,SP660323116,c8ff6530-e261-49ac-a5bf-703d4589a648
8,0,MC861302018,home failed,SP660323116,2e3c73aa-171a-4e1f-a5cc-4bb63401fd4b
0,1,MC105797527,home win,SP660323116,3aaa3236-38fd-406e-ae78-eccb7b83991d
0,3,MC594652528,home win,SP660323116,801d0188-7660-4fd9-906e-160440c243ae
1,0,MC876262054,home failed,SP660323116,6c711bbd-c7ba-4ea5-8d9f-149cfed5e027
3,0,MC766512162,home failed,SP660323116,6e42ca81-5295-45da-b85e-ed8afbac08a4
1,1,MC138860090,draw,SP660323116,d4e885e9-4faa-4175-aeb2-fff06bcd3ce4
4,7,MC376847244,home win,SP660323116,b40f0847-7a33-418e-a618-01dea1e897f8
5,5,MC213136221,draw,SP660323116,e205cf89-9697-4dda-b5de-da23e04746a2
0,1,MC295327397,home win,SP660323116,5ecd510b-70e2-472c-a3b5-7e20b6c2668d
0,3,MC359742690,home win,SP660323116,a8ea3e2f-814d-4c25-a8d9-1ed3cefbc153
0,2,MC921170154,home win,SP660323116,598d08ff-2439-40b3-9433-2a0a1f0fca70
3,0,MC585688243,home failed,SP660323116,ce450611-0d59-490c-815a-ed8ddd1beefc
2,0,MC110022334,home failed,SP660323116,03af2af3-6bd3-48ff-8b14-25620fd8c1df
2,0,MC915623759,home failed,SP660323116,645bc017-a86f-4d76-b8c3-64092cd5a8b5
0,0,MC619884623,draw,SP660323116,02a2130f-e0cc-4763-9e73-6ef14ca62cda
0,0,MC945135615,draw,SP660323116,465514b7-7100-47f0-ac21-376b4f265f0f
1,3,MC272050288,home win,SP660323116,be9743a8-5f91-4bf2-81a1-ab9b949a01d6
0,0,MC296775784,draw,SP660323116,c516d499-6436-46f0-abe0-0c607cb65d4a
8,0,MC906942587,home failed,SP660323116,c4dc087b-f1f1-4694-bcdd-24036de656ad
4,0,MC957966234,home failed,SP660323116,b73c7dc2-50f1-4564-acbd-9943a5597338
6,0,MC699049626,home failed,SP660323116,dc77d6f4-ccd2-41a2-bc00-3da45fad101d
0,2,MC969302284,home win,SP660323116,c8d2e633-baa1-43e2-8106-d04b36ae00d9
2,2,MC995804821,draw,SP660323116,1555d92f-43e0-40ea-ac0a-15b1d19be7f3
2,4,MC802409437,home win,SP660323116,2d6289a6-24a3-4699-887a-e7ec8fd89ca1
2,2,MC185752611,draw,SP660323116,021e7b8f-cead-4351-939a-f5b933d2b5a3
4,0,MC980117983,home failed,SP660323116,1cd50de5-1502-4939-85cb-0f2ea2bf0a4a
2,0,MC844449322,home failed,SP660323116,c7d19a37-664b-4075-a237-6d1607939fbe
1,0,MC594640926,home failed,SP660323116,ab68eb8b-2cfa-4e17-a88e-967d00e2906a
7,7,MC315911594,draw,SP660323116,6135a06c-71b7-4a3d-aaee-94d40084dfca
3,3,MC501206373,draw,SP660323116,df8eb605-59c3-45c2-9c25-dc7b5933541a
1,2,MC255006653,home win,SP660323116,c259a739-1e10-4383-b739-97ed71931a4c
2,0,MC449452811,home failed,SP660323116,5d9a4cce-e78c-4a71-8c06-b6dc5f3ae3f7
3,0,MC561305564,home failed,SP660323116,a5cacb68-9730-4c90-8801-cc4c781df771
1,0,MC651900900,home failed,SP660323116,c6c60a6e-6556-4834-a992-12b84d8bac95
1,1,MC582408325,draw,SP660323116,4d2e7944-c4fe-45ff-8b4f-5ecac82a69ba
1,2,MC360957251,home win,SP660323116,0528cd75-1a83-4a2e-825b-1ca234b3f805
1,1,MC842472902,draw,SP660323116,3e3e5da3-e96a-477c-a235-6304c1d4d8ff
1,1,MC587516236,draw,SP660323116,0602d8b0-3d62-490f-a4a0-8365a5d97c7b
3,0,MC651225160,home failed,SP660323116,89d76988-21f7-4bfa-8f53-cc78299e8b59
3,8,MC844534761,home win,SP660323116,d2ae24f8-05f7-408c-a725-30bafb6158f4
1,1,MC725909084,draw,SP660323116,db05034b-a992-4bae-a2cb-3a597b5a1f6a
3,0,MC787656476,home failed,SP660323116,300dba7c-6f45-4295-878c-c00b59073453
1,0,MC261494790,home failed,SP660323116,4e86cc13-8f8f-4297-a879-1e675078febc
2,0,MC593318021,home failed,SP660323116,efc693b8-08cf-4c1a-be8c-a586ec70b93a
0,3,MC214613559,home win,SP660323116,932ec1a3-cbd6-4ff3-901f-b7b94c69e2a1
0,1,MC902573121,home win,SP660323116,52f7f06b-8bb1-4e41-9fff-0637a1b2534b
0,1,MC758243937,home win,SP660323116,8cc7d2c5-410c-4887-b775-8a89203f7dcb
1,0,MC159659216,home failed,SP660323116,130c78c6-7f95-491f-a06c-f05c157b35ec
4,0,MC729584261,home failed,SP660323116,eac1b704-cec5-4f91-88e7-e68c6aa245ba
0,1,MC332989916,home win,SP660323116,d527508c-eaee-494e-b4af-63315b8b49e7
6,6,MC769373620,draw,SP660323116,70424fe9-4f8f-48c3-919c-a479d6c9afec
1,0,MC329762749,home failed,SP660323116,336a23b5-b32b-4997-a65c-7adafbdbef16
1,2,MC956985676,home win,SP660323116,b0fce121-bdfd-435a-a980-13bb6c147263
1,2,MC408332711,home win,SP660323116,33965a04-66bf-4813-bf16-4a5afb6d6fb1
0,5,MC325386671,home win,SP660323116,3aa79eb4-4898-44f7-9535-bae05a5a66ec
0,2,MC522440411,home win,SP660323116,bb33e5ab-692f-4012-9a13-b8b9530f9bbe
7,7,MC890468775,draw,SP660323116,506ca203-0c7d-438d-a6d0-dac81782c013
4,7,MC489656144,home win,SP660323116,fa1cdc45-590f-4859-b788-04fe0211d436
1,0,MC745295331,home failed,SP660323116,cb70ef1d-780c-4df2-baef-d6fdfd8ba109
0,1,MC146585449,home win,SP660323116,435ac0de-9c6f-4808-b538-e51c95db0793
0,0,MC372137661,draw,SP660323116,7ba04193-c471-4c92-bbe1-5c0c4b760a8b
1,0,MC712792825,home failed,SP660323116,94da640a-457e-4cb6-980e-c3889673f470
2,2,MC640572184,draw,SP660323116,28eec17d-d0ee-48ca-afbc-b8621c8ec2f9
0,1,MC265672452,home win,SP660323116,6f7c7823-59b7-4c79-8838-a3348b43ccbf
1,2,MC735551710,home win,SP660323116,e11ffbe4-d77c-4264-afb1-c8a20640ba47
1,0,MC310733018,home failed,SP660323116,ba44a16b-64d0-4c69-8d35-9ca3ee3294de
2,0,MC448273944,home failed,SP660323116,4fb5aecd-af75-4785-ab6e-6ff246b1f400
0,5,MC722275332,home win,SP660323116,bc2ed7a3-796b-43d2-93d1-1cd63e70a4f2
0,0,MC300262065,draw,SP660323116,67da7056-dfd8-4e9e-93bb-116d4545c846
3,3,MC790035207,draw,SP660323116,11ad9e36-99fa-475b-9bdb-79e23f45d877
0,0,MC304253573,draw,SP660323116,10c61668-741c-4733-a722-5b3b038f558f
1,1,MC307253599,draw,SP660323116,9f2bb586-d95f-42a2-8761-22c5170380ae
1,0,MC339533963,home failed,SP660323116,f8bd44ad-b87d-4f1e-9ebf-330c82149ae7
3,3,MC332070349,draw,SP660323116,072c90b1-b0b4-4471-a3f0-cf07d6fcdca7
0,0,MC535222998,draw,SP660323116,f18c62bb-9596-47a5-8664-6d5df14bbf93
1,3,MC891078900,home win,SP660323116,ce7bb757-5b0b-4675-8f70-fe90b590eeca
2,2,MC939455850,draw,SP660323116,2e1dd486-beca-4b7c-bd18-7d95659529e1
0,1,MC347365950,home win,SP660323116,c2571fe5-9093-4b53-aedf-03c76ed6be9d
3,0,MC472735118,home failed,SP660323116,9ddc68f9-27eb-4cf0-a5b8-41669171d93a
3,0,MC468083635,home failed,SP660323116,b66a432f-6911-4ad3-8d5d-ce5e0727185a
0,1,MC827052489,home win,SP660323116,096f0b8f-1a06-42bf-977b-3e5ccf1469c1
2,0,MC462751271,home failed,SP660323116,5b34853f-ff65-4cb9-8143-1412c3bbd52e
3,0,MC226708066,home failed,SP660323116,850c02bd-966d-4d52-b3c3-d84edf62567d
1,2,MC117295372,home win,SP660323116,87991571-3d9e-4655-8a3e-db296bb68bbc
6,6,MC616138557,draw,SP660323116,cd0e2cfd-ce19-4069-8674-a8a5e1534279
0,1,MC503712429,home win,SP660323116,7fcfe1a2-cd7e-4a38-8436-d1710154e6ed
1,1,MC593257643,draw,SP660323116,8022be71-c032-4a93-8f88-745ebdb139a3
0,0,MC780794701,draw,SP660323116,3513178e-f592-493b-9d45-dd903d5b5b94
0,1,MC625411193,home win,SP660323116,ceb58f4a-9e31-4f8e-af72-0a83c6675411
2,0,MC413229740,home failed,SP660323116,55191681-890a-4c8a-a33d-733780b60552
3,0,MC939897230,home failed,SP660323116,5ee8614b-e1cb-4862-a845-1670b748ca67
2,2,MC635278883,draw,SP660323116,b0dc67ac-fc32-4dbb-93e2-42b5fabbd1e2
2,0,MC564208409,home failed,SP660323116,2551489f-904f-4803-aae7-604e579fe169
2,2,MC241813119,draw,SP660323116,328e3f38-6ade-4e10-9246-b8c6d18d3beb
0,0,MC425638348,draw,SP660323116,5b659626-6037-429a-b651-f8a6b840cc8e
1,2,MC730191208,home win,SP660323116,f81ebf17-9565-425e-be69-cd2be32256ca
0,0,MC821795935,draw,SP660323116,70b120e7-8b24-45f3-9db4-214d6d056577
0,0,MC184864947,draw,SP660323116,60af8c1a-b839-48c6-a40f-c6a6504a4eb8
3,3,MC645998902,draw,SP660323116,46526cfa-30d2-4631-bfd3-efe05ccac410
1,3,MC791761147,home win,SP660323116,c6d3605d-df04-448c-afd7-73720d635417
2,0,MC791527105,home failed,SP660323116,6a021e0e-7cf2-4c3b-9be3-90ef6efbd2d8
0,3,MC548225455,home win,SP660323116,8ee2d5cd-0baa-4f2e-ac21-35c1172d1cd9
1,0,MC620305219,home failed,SP660323116,925606d9-3f29-45a8-84c3-4997103e1980
3,0,MC743728927,home failed,SP660323116,089d6220-685b-4683-aaf2-845c33d761f4
3,3,MC680629638,draw,SP660323116,a7dfef78-a6cd-484c-b3a9-13b25e611ba3
2,0,MC800708979,home failed,SP660323116,08c85b62-ab78-436f-8a72-0a2fc6d5126f
2,7,MC947334343,home win,SP660323116,dee179f2-f307-467e-9a99-d8536812bbb3
2,3,MC947732191,home win,SP660323116,f501b7b1-d8a3-4223-b60e-04ba674eb817
3,5,MC440761213,home win,SP660323116,a30d4ffc-5258-4ae7-9690-72bcdb7d2035
3,0,MC119846359,home failed,SP660323116,e9eb5df8-64b3-4799-b653-3e22d3351f0b
1,0,MC218539160,home failed,SP660323116,9ca5764d-094b-4296-9dc6-1a1d36c887ae
7,0,MC236431593,home failed,SP660323116,69b38b1f-68d7-454b-853f-547c8ccb4a0c
2,2,MC225768169,draw,SP660323116,87f99c31-bcbe-4a07-9ca8-592497f0a248
1,2,MC438734738,home win,SP660323116,1b791175-0403-49cb-a1d7-ab3d94201cbb
1,0,MC244765661,home failed,SP660323116,e6d89bcd-bf68-4d44-b9c6-19609f9baabc
2,2,MC986717425,draw,SP660323116,8a794160-a678-4f8c-bd6e-a94bfb6ee17f
2,2,MC501116985,draw,SP660323116,7f1b4b81-e564-4083-886c-dac87bbad114
0,0,MC563381974,draw,SP660323116,ca0fcd8c-29b0-4ca7-890e-6f78789b08cb
3,3,MC882526706,draw,SP660323116,2ce1e3ed-47b5-4cb2-8a74-559104633af6
4,0,MC340526659,home failed,SP660323116,fd8b1d1f-ca5c-47ee-94ae-8b78dfa42fd3
2,2,MC981746470,draw,SP660323116,8df04094-e974-4c8f-b950-7522066aa5bb
1,0,MC857197014,home failed,SP660323116,5965ac20-1f11-4e16-85c9-fc8a1d758cea
7,8,MC915095562,home win,SP660323116,f3de627e-0a50-4edc-9744-0624568089db
2,0,MC602636268,home failed,SP660323116,3f073836-429e-47c5-999c-4b2efa86d793
0,1,MC495950900,home win,SP660323116,71d09b10-4dcb-491b-9a1f-a142f64e6195
1,3,MC543809446,home win,SP660323116,1c5603d8-6aa5-4840-9c12-88fd0953165e
1,1,MC344348881,draw,SP660323116,92257018-39a5-4077-bf0c-4311edfba074
1,0,MC220215545,home failed,SP660323116,20fb97ad-6154-4d33-9748-0dbfcb078d00
2,0,MC653612366,home failed,SP660323116,4b60a240-ad1e-4bc7-bf0c-5799ad571c82
2,2,MC241309675,draw,SP660323116,a1ed657d-fdd6-488e-8469-8e62fc6c3c5f
2,3,MC934286991,home win,SP660323116,c6733eb9-096e-4ac7-bb4e-ab8c3e817c5e
0,0,MC923843950,draw,SP660323116,abc74bdd-6329-411c-9de3-7621193adc68
1,0,MC307137350,home failed,SP660323116,af4d7dd3-16b0-47ce-99f0-933b70856232
4,0,MC220732628,home failed,SP660323116,353e7588-f9de-456f-ba58-dcee702e247e
4,4,MC477019973,draw,SP660323116,11a740ad-59ba-4e2d-88c1-b06c0aa56d6c
0,0,MC607225818,draw,SP660323116,d1e05a43-c03b-4992-8dbe-1b3e46b79ad8
2,0,MC744596799,home failed,SP660323116,712f838c-c8ac-4b51-a400-38377c58e216
7,7,MC773035115,draw,SP660323116,9995e9bb-2066-4d74-b940-5e19a0bc5ba5
0,0,MC835870737,draw,SP660323116,f0fd524b-d6b2-4fa9-a8db-4972762fbdcf
0,1,MC711000024,home win,SP660323116,9b1d3044-abad-4918-b9db-e8c767cf76a5
0,1,MC784200812,home win,SP660323116,30e5f6b2-68d2-4641-9757-dca2088f71a8
3,0,MC669082729,home failed,SP660323116,5e58b0e4-2aaf-4eba-97e5-13b136920e1d
7,0,MC633915568,home failed,SP660323116,763aca55-21f1-4ab8-b40c-478759fbd53d
0,2,MC504408449,home win,SP660323116,8388965c-ef7a-4126-9c99-e4fa753baa11
0,0,MC775154729,draw,SP660323116,ec945369-8126-4882-9e1b-cdbf92a2930d
2,2,MC930927369,draw,SP660323116,6cf008f1-dc4b-4869-80e9-4135f97777bf
0,0,MC172884671,draw,SP660323116,78f0176b-01ff-4939-bcbb-9f8e9a66ff15
3,0,MC607820475,home failed,SP660323116,b8f4f7de-a4d3-4fb3-8d6c-eefc6ec58183
0,0,MC571359959,draw,SP660323116,bfd943fa-b3d4-4dd3-8b15-ad837e1ffe95
0,0,MC556116522,draw,SP660323116,4108c782-2093-4442-81fd-1d1289a8abf2
3,3,MC263727100,draw,SP660323116,cc0a6755-1922-41cd-87da-63cafbc45b5a
0,0,MC508957690,draw,SP660323116,e7146001-3076-438c-9cd5-8ca3ab09ddfb
1,0,MC479922494,home failed,SP660323116,9f5d888b-1cba-4a7e-beb8-5c34e93f78e4
0,3,MC519215712,home win,SP660323116,13bee4e1-e5e2-4f81-99a5-aa217d826c73
8,8,MC493916370,draw,SP660323116,c6dec3af-f4d0-42ae-af8a-e0dd3b8f66d6
1,1,MC921648169,draw,SP660323116,a6721b1b-b94c-4d8e-97a3-b715ac465673
4,0,MC329123047,home failed,SP660323116,3724897b-e38d-4ab5-ad8c-61ff5f0667db
3,3,MC214847594,draw,SP660323116,b5283737-10db-42e5-b7ec-d07c26443b95
3,0,MC900406048,home failed,SP660323116,aead36ba-d855-45d4-a463-3728be1f75f6
2,0,MC929730505,home failed,SP660323116,e08ee72e-35bb-4b4d-bbb9-2902006d6a91
3,0,MC646294446,home failed,SP660323116,1d53c263-cf26-4385-bea7-ac1e76faa147
3,3,MC402659066,draw,SP660323116,fcf72b66-83e1-4e8e-9d3e-85a36ac23539
2,2,MC691518420,draw,SP660323116,6ccd4de6-4365-4cb9-87d3-a3d25748a720
1,0,MC361280878,home failed,SP660323116,1ffb5a76-f424-483d-8ac2-4cb0d5b8fdf9
4,8,MC673792382,home win,SP660323116,22c44fc7-c0f0-49d3-9ba3-90a6e9230d46
1,1,MC893596744,draw,SP660323116,a0261fce-7662-4d87-b3b4-5445ede5bfa6
7,7,MC367960005,draw,SP660323116,b5f13e7c-48e1-4e6e-8f08-95fd9d7d75d4
7,7,MC927716944,draw,SP660323116,bf5b9af0-27e3-4c7c-b6a3-45aaee94d563
3,0,MC895992363,home failed,SP660323116,5897ccba-fb52-41d0-ac93-e771e519b52d
1,2,MC417636196,home win,SP660323116,277897d9-88a1-4b2f-9350-5d0a6cae03e9
1,0,MC396787232,home failed,SP660323116,87c9fa7d-3e68-4533-9104-1b2af474c4d8
8,0,MC444377026,home failed,SP660323116,7ecf1cec-be26-4bd6-a448-3a2fede36b0d
1,2,MC516140728,home win,SP660323116,1b9760cb-5ced-4eab-bd67-0a59caabae42
6,6,MC374678459,draw,SP660323116,98518003-913d-4594-bd03-8c3a8e226337
1,0,MC888424280,home failed,SP660323116,d2ddbdfb-536e-4171-907f-42b930cc14e0
1,3,MC741269940,home win,SP660323116,23afe08a-cb01-486d-97ad-6cb581312b6a
2,0,MC682955739,home failed,SP660323116,fb86a8e1-46f6-40ff-8195-a02cd656e905
2,3,MC734541051,home win,SP660323116,819662d7-d0a3-4850-9617-6ac806229a7b
1,0,MC225333549,home failed,SP660323116,8252e086-ca4a-499e-811c-87ce80773472
2,2,MC374420055,draw,SP660323116,387bf9cc-c67b-4b75-a89b-3fac95ce94e9
2,2,MC366914874,draw,SP660323116,d9accf30-df35-4dd5-bc7e-c7b7ce9fdcd9
0,6,MC845471440,home win,SP660323116,76e42066-e916-4769-8552-9e7d51687c44
2,2,MC589827197,draw,SP660323116,3ad7c992-91fd-442e-b50a-aa09575ee67b
2,2,MC843592012,draw,SP660323116,e70f07e7-c6cf-43f9-ac8f-052a45f4ae98
0,0,MC475372477,draw,SP660323116,4a379135-9b42-450e-a5f3-8325440d337d
2,2,MC815832775,draw,SP660323116,c68b22e5-f507-477b-ac91-470659ba070c
0,1,MC373938152,home win,SP660323116,db1d4bbe-42d4-4b11-bc3c-1c381baa2f25
1,1,MC268399145,draw,SP660323116,67c9981a-7d86-4576-953f-cff710b34b46
1,2,MC567067950,home win,SP660323116,006795c2-856c-4559-89bf-33990fbcf657
1,0,MC400049064,home failed,SP660323116,afb1a148-acf4-4c07-9232-5ed652394edd
1,2,MC547095021,home win,SP660323116,0fd09a0c-61cc-49fb-a175-e8ffdffde55c
0,1,MC638639163,home win,SP660323116,da2e8b59-76e8-49d5-9168-6e9281dac63a
0,0,MC815714143,draw,SP660323116,98d0b70a-96d9-4f18-bcab-432e54a80ecd
8,0,MC617164510,home failed,SP660323116,57f6de4a-1f57-4818-a8ab-d6ede6ef19e4
3,0,MC193859121,home failed,SP660323116,35e43b3e-83af-4bd4-ac25-7bd8a5d96648
7,7,MC631243580,draw,SP660323116,7faa16f8-62f7-49d2-82fb-b5acecf0e627
1,2,MC352162316,home win,SP660323116,5a486d55-d64e-48ec-a204-22a1892a7a0e
0,3,MC400241549,home win,SP660323116,46b6c03f-4808-4a54-bb02-c408a0db9dbf
5,0,MC716806923,home failed,SP660323116,08f3632a-904f-4274-9d3d-e184de11f7ec
0,0,MC429086331,draw,SP660323116,2a940ec9-6dbd-41a2-a877-87871957e12f
1,0,MC104129257,home failed,SP660323116,bdc04f08-03df-4e4c-b97c-8655ab83783b
8,0,MC629922190,home failed,SP660323116,72863c3b-b07d-4cc5-89e6-a4c58a67d8c1
3,3,MC264968156,draw,SP660323116,c48f5209-ae84-4059-9e55-d0b124f523a7
3,3,MC845857919,draw,SP660323116,49956862-a1ed-4417-b57f-9b0c9d5f94a5
0,3,MC307201764,home win,SP660323116,477cbb1d-c0f7-4360-857f-e0ab9263b4b9
2,0,MC781753730,home failed,SP660323116,68b51d6a-5377-4764-9e6a-ecb10a5198cd
3,0,MC919181035,home failed,SP660323116,38126d5c-26d9-4300-9b9c-706b9dac4616
0,0,MC934224620,draw,SP660323116,819cf641-2ae4-419d-9f60-00be51c33f21
1,3,MC706178859,home win,SP660323116,bc7be412-0248-49ad-a2bb-b4cf337d46b2
3,3,MC983871041,draw,SP660323116,d67a3753-aaa0-419b-a3d4-53ea348b0165
1,1,MC642614237,draw,SP660323116,3a023d9c-6507-46a7-a76e-8280a441a0c3
1,0,MC904688824,home failed,SP660323116,e1f6275e-10c3-4c55-8eb6-d24f510f5295
0,2,MC484357062,home win,SP660323116,82b73173-b657-4410-a74e-69a000cd6c56
0,0,MC434348974,draw,SP660323116,830caa3e-c7f4-464f-b84f-8caa6da40535
2,0,MC557205070,home failed,SP660323116,801b3484-4996-46be-9478-3c9be0d24264
3,0,MC228164661,home failed,SP660323116,d1e12782-3fdb-424f-8dff-d9a3db54f529
0,0,MC328872478,draw,SP660323116,4acf2f52-7a0d-4eb8-a21e-8c2a7da12b1f
1,0,MC440968821,home failed,SP660323116,da779896-345c-496e-b893-3c5f17455ef9
6,6,MC651878505,draw,SP660323116,d80dc706-0149-439a-b709-2568556e28cc
0,0,MC124394403,draw,SP660323116,4e4e2583-6af0-495e-b243-3de773f338d5
1,3,MC790155301,home win,SP660323116,4e9105d3-628c-4705-9dfc-17a6d5deacfb
1,2,MC121775186,home win,SP660323116,9b116d2e-fbc6-45cb-8074-dc4e4bacebb2
0,1,MC559364454,home win,SP660323116,6f863413-ece9-4265-a7d9-69bc9fc87fb5
0,0,MC976395646,draw,SP660323116,bae595b7-88d3-4652-bdaf-dc60a148bd05
1,0,MC627365530,home failed,SP660323116,4e267631-b393-4b32-b415-0bb9e3f25f0c
3,3,MC544429060,draw,SP660323116,b4a2394c-da33-430b-a51d-430eda662eb8
1,0,MC352270301,home failed,SP660323116,84dbb24c-93b7-435a-ae95-1abb75de3e69
2,0,MC232685484,home failed,SP660323116,abf1a796-8d92-4555-b123-888b37d81f70
1,1,MC399637639,draw,SP660323116,9a466996-f6c9-40f6-9f0e-5c0e4f4ce56c
2,2,MC303744153,draw,SP660323116,51100040-a6a7-46bc-acc5-a9cbb4c6b263
1,0,MC118884100,home failed,SP660323116,82d860fd-0fe6-461b-b098-4b2fee9af186
0,1,MC398743382,home win,SP660323116,7d2660a9-6d51-41e2-b3a7-6848c4391524
0,2,MC888821295,home win,SP660323116,66db4a7c-8c3d-4f79-8eb7-ce24f7db9c00
0,2,MC499331322,home win,SP660323116,6a3221a7-4b10-4706-aa1a-37b5a2c5cd6f
0,1,MC780309002,home win,SP660323116,0eb80fa7-8d5b-488b-a64b-30cc191337c9
1,1,MC668499831,draw,SP660323116,6dc8ede0-eeba-4ac8-abe2-7c00184b7aae
3,0,MC300373481,home failed,SP660323116,bd931508-0a29-4f2a-9e49-b0567fbb0fb3
0,6,MC202031333,home win,SP660323116,9cce3f5b-ec41-43a5-adf2-0b9000225549
8,0,MC850434581,home failed,SP660323116,33977871-6fa1-4e72-9a5d-75ca3d478f69
